,docid,title,year,genres,languages,countries,directors,composers,cast,editors,keywords,writers,plot
1028,006237,55 Days at Peking,1963,"['War', 'Drama', 'History']",English,USA,"['Green, Guy (I)', 'Marton, Andrew (I)', 'Ray, Nicholas']","Tiomkin, Dimitri","[{'actor': 'Andrews, Harry', 'role': 'Father de Bearn'}, {'actor': 'Appleby, Lucy', 'role': 'Martha'}, {'actor': 'Bayldon, Geoffrey', 'role': 'Smythe'}, {'actor': 'Brittain, R.S.M.', 'role': 'Sergeant Major'}, {'actor': 'Casaravilla, Carlos', 'role': 'Japanese Minister'}, {'actor': 'Chow, Michael (I)', 'role': 'Chiang'}, {'actor': 'Chow, Siu Loi', 'role': 'Court Boxer'}, {'actor': 'Dafauce, FÃ©lix', 'role': 'Dutch Minister'}, {'actor': 'Esterhazy, Andrea', 'role': 'Austrian Minister'}, {'actor': 'FÃ¼rst, Joseph', 'role': 'Capt. Hanselman'}, {'actor': 'Gardner, Ava', 'role': 'Baroness Natalie Ivanoff'}, {'actor': 'Genn, Leo', 'role': 'Gen. Jung-Lu'}, {'actor': 'Gotell, Walter', 'role': 'Capt. Hoffman'}, {'actor': 'Helpmann, Robert', 'role': 'Prince Tuan'}, {'actor': 'Heston, Charlton', 'role': 'Maj. Matt Lewis'}, {'actor': 'Ho, Andy', 'role': 'Himself'}, {'actor': 'Ireland, John (I)', 'role': 'Sgt. Harry'}, {'actor': 'Itami, Juzo', 'role': 'Col. Shiba'}, {'actor': 'Johns, Mervyn', 'role': 'Clergyman'}, {'actor': 'Kasznar, Kurt', 'role': 'Baron Sergei Ivanoff'}, {'actor': 'Kingman, Dong', 'role': 'Himself'}, {'actor': 'Kowall, Mitchell', 'role': 'US Marine'}, {'actor': 'Kwan, Ching Liang', 'role': 'Court Boxer'}, {'actor': 'Leroy, Philippe (I)', 'role': 'Julliard'}, {'actor': 'Ling, Soong', 'role': 'Himself'}, {'actor': 'Lukas, Paul', 'role': 'Dr. Steinfeldt'}, {'actor': 'Lynch, Alfred (I)', 'role': 'Gerald'}, {'actor': 'Mayo, Alfredo (I)', 'role': 'Spanish Minister'}, {'actor': 'Miller, Martin (I)', 'role': 'Hugo Bergmann'}, {'actor': 'Montes, Conchita', 'role': 'Mme Gaumaire'}, {'actor': 'Moon, Lynne Sue', 'role': 'Teresa'}, {'actor': 'Moulder-Brown, John', 'role': 'Himself'}, {'actor': 'Musumeci Greco, Enzo', 'role': 'Himself'}, {'actor': 'Naschy, Paul', 'role': 'Extra'}, {'actor': 'Nieto, JosÃ© (I)', 'role': 'Italian Minister'}, {'actor': 'Niven, David (I)', 'role': 'Sir Arthur Robertson'}, {'actor': 'Pohlmann, Eric', 'role': 'Baron von Meck'}, {'actor': 'Ray, Nicholas', 'role': 'US Minister'}, {'actor': 'Reid, Milton', 'role': 'Boxer'}, {'actor': 'Sancho, Fernando (I)', 'role': 'Belgian Minister'}, {'actor': 'Serato, Massimo', 'role': 'Garibaldi'}, {'actor': 'Sernas, Jacques', 'role': 'Maj. Bobrinski'}, {'actor': 'Steen, Mike (I)', 'role': 'Undetermined Role'}, {'actor': 'Stephan, Aram', 'role': 'Gaumaire'}, {'actor': 'Takaki, Kenji', 'role': 'Himself'}, {'actor': 'Thor, Jerome', 'role': 'Capt. Andy Marshall'}, {'actor': 'Tinn, John A.', 'role': 'Himself'}, {'actor': 'Urquhart, Robert', 'role': 'Capt. Hanley'}, {'actor': 'Vera, Guillermo', 'role': 'El hombre del carrito'}, {'actor': 'Wang, George (I)', 'role': 'Boxer Chief'}, {'actor': 'Young, Stephen (I)', 'role': 'Himself'}, {'actor': 'Yuen, Siu Tien', 'role': 'Court Boxer'}]","Lawrence, Robert (I)","['japanese-army', 'british', 'boxer-rebellion', 'chinese-military', 'injured-child', 'france', 'chinese', 'siege', 'independent-film', 'german', 'british-empire', 'england', '1900s', 'china', 'imperial-japan', 'japan', 'austria', 'russia', 'russian-empire', 'number-in-title', 'peking-china']","['Barzman, Ben', 'Gordon, Bernard', 'Hamer, Robert', 'Yordan, Philip']",diplomat soldier representative dozen nation fend siege international compound peking 1900 boxer rebellion disparate interest unite survival despite competing faction overwhelming odds delayed relief tacit support boxer empress china general
1029,006240,55 Minks,2009,"['Short', 'Mystery', 'Drama', 'Thriller', 'Horror', 'Crime']",English,"['Hungary', 'UK']","Danisovszky, David","Fabri, Peter","[{'actor': 'Carter, Tom (V)', 'role': 'Dr. Moore'}, {'actor': 'Hildon, Joanne', 'role': 'Mrs. Richards'}]","Takac, Peter",,"Danisovszky, David",dr moore brilliant genius worldfamous veterinarian saving dozen pet every week mr richards cunning rich successful businesswoman factory producing dozen mink fur coat every week two meet special circumstance fatal save lot innocent life
1030,006246,55/95,1994,"['Documentary', 'Short', 'War', 'History']",German,Austria,"Deutsch, Gustav",,,"Deutsch, Gustav","['found-footage', 'austria', 'politics', 'movie-trailer', 'number-in-title', 'austrian-history']",,piece found footage austrian past adapted future mind question today free free eva waniek
1031,006247,555,1988,Horror,English,USA,"Koz, Wally","Rodriguez, Frankie 'Hollywood'","[{'actor': 'Bastian, Mara Lynn', 'role': 'Susan Rather'}, {'actor': 'Fuller, Charles (IV)', 'role': 'Colonel Wayne'}, {'actor': 'Grabill, Bob', 'role': 'The Killer'}, {'actor': 'Hermes, Scott', 'role': 'Tommy'}, {'actor': 'Kerouac, Greg', 'role': 'Sgt. Connor'}, {'actor': 'Neilson, Greg', 'role': 'Ralph Kennedy'}, {'actor': 'Smith, B.K.', 'role': 'Detective Haller'}]","Mongoven, Pat","['violence', 'nudity', 'twist-in-the-end', 'independent-film', 'colonel', 'necrophilia', 'gore', 'blood', 'decapitation', 'low-budget-film', 'splatter', 'slasher', 'fake-beard', 'hippie', 'detective', 'sergeant']","Koz, Roy",spate killing teenager maniac dressed like hippie cause detective check record similar killing discovers every five year fifth month year five consecutive day type killing occurred description suspect always match he dressed like hippie detective search killer begin suspicion superior older man haunted memory military service vietnam
1032,006251,"56, rue Pigalle",1949,Drama,French,France,"Rozier, Willy","Yatove, Jean","[{'actor': 'Blancard, René', 'role': 'Lucien Bonnet'}, {'actor': 'Callamand, Lucien', 'role': 'Himself'}, {'actor': 'Christian, Jean (I)', 'role': 'Himself'}, {'actor': 'Clariond, Aimé', 'role': 'Ricardo de Montalban'}, {'actor': 'Clément, Félix', 'role': 'Himself'}, {'actor': 'Cordy, Raymond', 'role': 'Le chauffeur de taxi'}, {'actor': 'Dumesnil, Jacques', 'role': 'Jean Vigneron'}, {'actor': 'Déa, Marie', 'role': 'Inès de Montalban'}, {'actor': 'Gabert, Jean', 'role': 'Himself'}, {'actor': 'Geoffroy, Jean', 'role': 'Baruch'}, {'actor': 'Hemme, Edouard', 'role': 'Himself'}, {'actor': 'Hennery', 'role': 'Le médecin'}, {'actor': 'Marie-José', 'role': 'La chanteuse'}, {'actor': 'Martial, Jean-François', 'role': 'Himself'}, {'actor': 'Miller, Janine (I)', 'role': 'Nadia, la chanteuse'}, {'actor': 'Monteaux, Roger', 'role': 'Himself'}, {'actor': 'Rousch', 'role': 'Himself'}, {'actor': 'Sidonac, Robert', 'role': 'Himself'}, {'actor': 'Valois, Jacques', 'role': 'Himself'}, {'actor': 'Villa, Marco', 'role': 'Fred Poulain'}]","Nicolas, Linette","['number-in-title', 'address-as-title']","Rozier, Willy",lucien bonnet jean vignerons manservant blackmail bos affair inès de montalban married ricardo vigneron pay sum lucien killed accomplice baruch everything seems accuse jean fear compromising inès prefers keep mum fortunately innocence proved thanks surprise witness two lover flee congo husband soon forgets finding comfort debauchery
1033,006269,5:13,2009,"['Drama', 'Thriller']",English,"['Malaysia', 'UK']","Abraham, Arivind",,"[{'actor': 'Andy, Azwin', 'role': 'Richard In Photo'}, {'actor': 'Chua, Sue-Ann', 'role': 'Siti'}, {'actor': 'Patrick, Priscilla', 'role': 'Priscilla Patrick'}, {'actor': 'Putra, Iki', 'role': 'Ash'}]","Maggs, Ali","['supernatural', 'asian']","['Abraham, Arivind', 'Leong, Keith (II)']",vivien awakes night wedding anniversary find alone journalist husband richard nowhere seen electricity phone line dead source information sudden infrequent news report beeping emergency radio frequency broadcast repeatedly refer worsening situation thaimalaysian border unexpected incident seemingly caused widespread chaos destruction vivien know richards whereabouts village near region investigating story bomoh malaysian shaman witch doctor anxiety cannot help dread connection two night progress strange noise begin surround outside home worry turn terror something gradually try break nowhere husband best friend ash come aid bearing strange message richard phone message soon contradicted one receives night wear fear paranoia begin take hold despair event going outside house emergence old fear long underlined life still cripple ash doubt suspicion grow deep cut reopened old wound freshly bled slowly surely vivien ash learn trust hurt
1034,006274,5:57,2009,"['Mystery', 'Thriller']",English,USA,,,,,"['seidman', 'sleep-walk', 'conspiracy', 'number-in-title']","Seidman, Eric J.",532 pm way pack belonging exgirlfriends house curtis lampinen black road come blood spattered shirt time 557 idea happened twentyfive minute learns exgirlfriend murdered time span prime suspect seemingly everyone get must find way clear name unravel truth without idea actually happened
1035,006280,5films in an Anthology of a Film a Month,2009,"['Short', 'Drama']",English,Australia,"Liu, David Shiyang",,"[{'actor': 'Aleksandra, Maya', 'role': 'Girl (#13)'}, {'actor': 'Cohen, Matt (XII)', 'role': 'Boy (#9)'}, {'actor': 'Corbett, Dyllan', 'role': 'Son (#34)'}, {'actor': 'Hiscock, Kiloran', 'role': 'Girl (#9)'}, {'actor': 'Howlett, Louise', 'role': 'Mother (#34)'}, {'actor': 'Johns, Rosemary (II)', 'role': 'Mother (#6)'}, {'actor': 'Wahr, Michael', 'role': 'Daniel (#34)'}, {'actor': 'Wallis, Geoff', 'role': 'Larry (#6)'}, {'actor': 'Wilson, Woodrow (IV)', 'role': 'Boy (#13)'}]",,"['urban', 'singapore', 'male-female-relationship', 'alienation', 'independent-film', 'senses', 'homosexual', 'melbourne', 'anthology', 'mother-son-relationship', 'student', 'number-in-title']","Liu, David Shiyang",average city dweller lived thirty plus year life thirty plus year accumulated storage far many memory strongest one indelible moment sight sound smell taste touch two people fall love shared commonality never meet mother fantasizes son best friend young girl spray cologne common household item man develops palate mother goldfish girl follows limping stranger around city
1036,006286,5ive Days to Midnight,2004,"['Drama', 'Thriller', 'Action', 'Sci-Fi']",English,"['Canada', 'USA']","Watkins, Michael W.","Nordstrom, John E.","[{'actor': 'Allen, Nick (II)', 'role': 'Policeman'}, {'actor': 'Anton, Christine', 'role': 'Mrs. Silveira'}, {'actor': 'Bacon, Daniel (I)', 'role': ""Jesse's Teacher""}, {'actor': 'Banbury, Blake', 'role': 'Orderly'}, {'actor': 'Beley, Lisa Ann', 'role': 'Amy'}, {'actor': 'Bittante, Paul', 'role': 'Policeman'}, {'actor': 'Bollo, Lou', 'role': 'Airport Screener'}, {'actor': 'Brunetti, Laurie', 'role': 'Rental Car Manager'}, {'actor': 'Clark, Bruce (IV)', 'role': 'Desk Sergeant'}, {'actor': 'Couturier, Sandra-Jessica', 'role': 'Student'}, {'actor': 'Crane, Chilton', 'role': 'Jan Westville'}, {'actor': 'Crew, Samantha', 'role': 'Katherine Neumeyer'}, {'actor': 'Dallas, Keith', 'role': 'Bouncer'}, {'actor': 'Esposito, Giancarlo', 'role': 'Tim Sanders'}, {'actor': 'Ferenczi, Ildiko', 'role': 'Dancer #2'}, {'actor': 'Gold, L. Harvey', 'role': 'Jay Simpson'}, {'actor': 'Golightly, Gage', 'role': 'Jesse Neumeyer'}, {'actor': 'Hale, Ashley', 'role': 'Annabel Westville'}, {'actor': 'Horsdal, Chelah', 'role': 'Stefani the Rental Car Woman'}, {'actor': 'Hutton, Timothy', 'role': 'J.T. Neumeyer'}, {'actor': 'Johnson, Brock', 'role': 'Bartender'}, {'actor': 'Kwok, Wilson', 'role': 'Coughing Man'}, {'actor': 'Liebert, Ali', 'role': 'Student in Hall'}, {'actor': 'Lind, Sarah (I)', 'role': 'Art Major'}, {'actor': 'Linklater, Hamish', 'role': 'Carl Axelrod'}, {'actor': 'Macfadyen, Angus (I)', 'role': 'Roy Bremmer'}, {'actor': 'Matchett, Kari', 'role': 'Claudia Whitney'}, {'actor': 'McIlwraith, David (I)', 'role': 'Brad Hume'}, {'actor': 'Millar, Gardiner', 'role': 'Dr. Fontaine'}, {'actor': 'Moore, Darren (I)', 'role': 'Pale Man'}, {'actor': 'Paetz, Gerald', 'role': 'Policeman'}, {'actor': 'Quaid, Randy', 'role': 'Irwin Sikorski'}, {'actor': 'Simpson, Jason (II)', 'role': 'Steel worker'}, {'actor': 'Stewart, John (XXIV)', 'role': 'Rental Car Guy'}, {'actor': 'Stewart, Rob (I)', 'role': 'Dr. Dan Westville'}, {'actor': 'Takeuchi, Warren', 'role': 'Yoshi'}, {'actor': 'Thompson, Ian (VII)', 'role': 'Bus driver'}, {'actor': 'de Boer, Nicole', 'role': 'Chantal Hume'}]","['Crabtree, David (II)', 'Durante, Brad']","['nightmare', 'digit-in-title', 'brother-in-law', 'dead-mother', 'surprise-party', 'abusive-husband', 'teacher-student-relationship', 'physics', 'life-insurance', 'shot-in-the-forehead', 'strip-joint', 'intentionally-misspelled-title', 'mixed-alpha-numeric-title', 'fake-identity', 'product-placement', 'murder-investigation', 'cemetery', 'desert-eagle', 'boyfriend-girlfriend-relationship', 'number-in-title', 'birthday-party', 'father-daughter-relationship', 'university-professor', 'widower', 'time-travel']",,visiting graveyard beloved wife daughter jesse physic professor john neumeyer find case police dossier relating death five day initially belief sick prank brilliant deranged physic student carl axelrod series event related document occur realizes file sent future support detective irwin sikorski whose name indicated file charge investigation death suspecting everybody including girlfriend claudia whitney blurred hidden past jt try change future fate carl belief modification timeline jeopardize mankind future planet
1037,006287,5ive Girls,2006,"['Thriller', 'Horror']",English,Canada,"Sonoda, Warren P.","McConnell, Craig (II)","[{'actor': 'Campbell, Richard Alan', 'role': 'Mr. Garrison'}, {'actor': 'Carter, Krysta', 'role': 'Elizabeth'}, {'actor': 'Kidnie, James', 'role': 'Virgil'}, {'actor': 'Lalonde, Amy Ciupak', 'role': 'Miss Pearce'}, {'actor': 'Madley, Jordan', 'role': 'Mara'}, {'actor': 'Mamabolo, Barbara', 'role': 'Leah'}, {'actor': 'May, Tasha', 'role': 'Connie'}, {'actor': 'Miller, Jennifer (IX)', 'role': 'Alex'}, {'actor': 'Perlman, Ron', 'role': 'Father Drake'}]","Villeneuve, James P.","['lesbian', 'female-nudity', 'priest', 'digit-in-title', 'spanking', 'ritual', 'strip-search', 'death', 'eye-gouging', 'lesbian-kiss', 'catholic-schoolgirl', 'demonic-possession', 'catfight', 'breasts', 'intentionally-misspelled-title', 'mixed-alpha-numeric-title', 'lesbianism', 'trapped-in-school', 'magic', 'bathtub-scene', 'school', 'number-in-title', 'reform-school']","Sonoda, Warren P.",st mark catholic boarding school girl religious student elizabeth attacked evil force disappears classroom impotent father drake incapable saving school closed five year later reopened five troubled unwanted girl alex mara blind cecilia leah connie left family institution severely directed headmistress miss pearce hand iron father drake teacher girl forbidden go mysterious third floor alex vision possessed elizabeth weird thing happen spot girl fight legion two thousand demon
1038,006288,5ive Man Confession,2008,"['Short', 'Drama', 'Thriller']",English,USA,"Williams, Jeffrey S.","['Daniel (XXXV)', 'Dvs', 'Evans, Shanie']","[{'actor': 'Bentley, John Eric', 'role': 'Kendrick'}, {'actor': 'Dowridge, Denver', 'role': 'Leroy'}, {'actor': 'Jones, George Lee', 'role': 'Terrell'}, {'actor': 'Mendoza, Aris', 'role': 'Karen'}, {'actor': 'Todd, Antonio Lewis', 'role': 'Russ'}, {'actor': 'Wilson, Orlando', 'role': 'Joey'}]","Wisener, Kristina","['digit-in-title', 'mixed-alpha-numeric-title', 'intentionally-misspelled-title', 'number-in-title']","Williams, Jeffrey S.",terrell mcfarland decides invite four closest friend college new home meant chance reunite reminisce past five men become successful since college day rus major hiphop music producer leroy leading african american scholar joey standout nfl football player kendrick prominent doctor like old time gather terrells house joking teasing say old memory never die karen worthy woman college day shared relationship appears unannounced atmosphere grows hauntingly intense casual conversation turn harsh accusation mistreated terrell unveils startling revelation lead one damning confession may crucify
1039,006299,5th Ave Girl,1939,"['Comedy', 'Romance']",English,USA,"La Cava, Gregory","Bennett, Robert Russell","[{'actor': 'Adams, Kathryn (II)', 'role': 'Katherine Borden'}, {'actor': 'Boros, Ferike', 'role': 'Olga'}, {'actor': 'Briggs, Harlan', 'role': 'Stanton - Union Representative'}, {'actor': 'Calhern, Louis', 'role': 'Dr. Kessler'}, {'actor': 'Carson, Jack (I)', 'role': 'Minnesota - a Sailor'}, {'actor': 'Coles, Mildred', 'role': ""Katherine's Girlfriend""}, {'actor': 'Connolly, Walter', 'role': 'Mr. Borden'}, {'actor': 'Corthell, Herbert', 'role': 'Joe - Board Member'}, {'actor': 'Cripps, Kernan', 'role': 'Policeman in Park'}, {'actor': ""D'Arcy, Alexander"", 'role': ""Maitre d'Hotel""}, {'actor': 'Dilly, Dorothy', 'role': 'Undetermined Role'}, {'actor': 'Ellison, James', 'role': 'Mike'}, {'actor': 'Flowers, Bess', 'role': 'Woman with Mr. Pape'}, {'actor': 'González, Aaron', 'role': 'Tango-Rumba Bandleader'}, {'actor': 'Gordon, Roy (I)', 'role': 'Board Member'}, {'actor': 'Henderson, Dell', 'role': 'Headwaiter'}, {'actor': 'Hogan, Dick', 'role': ""Skippy's Friend""}, {'actor': 'Holt, Tim (I)', 'role': 'Tim Borden'}, {'actor': 'Keane, Robert Emmett', 'role': 'Seal Expert'}, {'actor': 'Keefe, Cornelius', 'role': 'Tommy Hopkins'}, {'actor': 'King, Louis (III)', 'role': 'Undetermined Role'}, {'actor': 'Lake, Florence', 'role': ""Slavey - the Cook's Helper""}, {'actor': 'Lane, Charles (I)', 'role': 'Union Representative'}, {'actor': 'Lane, Manda', 'role': 'Manda - the Maid'}, {'actor': 'Langdon, Harold', 'role': 'Boy'}, {'actor': 'McGrath, Larry', 'role': 'Vendor in Park'}, {'actor': 'Neury, Roger', 'role': 'Waiter Icing Champagne'}, {'actor': 'Pangborn, Franklin', 'role': 'Higgins'}, {'actor': 'Pape, Lionel', 'role': 'Mr. Pape - Man in Nightclub'}, {'actor': 'Richards, Earl', 'role': 'Skippy'}, {'actor': 'Rosener, George', 'role': 'Hobo in Park'}, {'actor': 'Wagner, Max (I)', 'role': 'Policeman'}, {'actor': 'Warren, Phil (I)', 'role': 'Undetermined Role'}, {'actor': 'Williams, Kenny (I)', 'role': 'Undetermined Role'}, {'actor': 'von Eltz, Theodore', 'role': 'Terwilliger'}]","['Hamilton, William (I)', 'Wise, Robert (I)']","['family-relationships', 'husband-wife-relationship', 'seal', 'millionaire', 'male-female-relationship', 'communism', 'secretary', 'polo', 'jealousy', 'beautiful-woman', 'chauffeur', 'pigeon', 'birthday', 'new-york', 'black-eye', 'maid', 'happy-birthday-to-you', 'employer-employee-relationship', 'loneliness', 'central-park', 'false-accusation', 'playboy', 'infidelity', 'marriage', 'unemployment', 'nightclub', 'rhumba', 'union', 'slap', 'businessman', 'number-in-title', 'neglected-husband', 'butler']","['La Cava, Gregory', 'Ryskind, Morrie', 'Scott, Allan (I)']",troubled union problem business lonely birthday wife martha playboy millionaire timothy borden meet unemployed hungry mary grey park convinces help celebrate nightclub much surprise following morning mary slept guest room night unmindful marthas interest timothy seems renewed hire mary stay house employee go town virtually every night mary meanwhile positive effect member household daughter katherine love michael communismspouting chauffeur seek advice son tim forced take neglected business keep running downhill timothy trying unsuccessfully get complication arise tim fall love mary bothered affair perceives father
1040,006303,5th Ohio Volunteers of Cleveland,1899,Documentary,,USA,,,,,number-in-title,,taken land parade honor admiral dewey turn 72nd street grant tomb decorated residence background entire series high photographic quality various organization appear best
1041,006307,5x2,2004,"['Drama', 'Romance']","['Italian', 'French', 'English']",France,"Ozon, François","Rombi, Philippe","[{'actor': 'Angioni, Carlo-Antonio', 'role': 'Le réceptionniste'}, {'actor': 'Belkacem, Yannis', 'role': 'Nicolas'}, {'actor': 'Brissart, Jean-Pol', 'role': 'Le Juge'}, {'actor': 'Bruni Tedeschi, Valeria', 'role': 'Marion'}, {'actor': 'Brétécher, Ninon', 'role': 'Sophie'}, {'actor': 'Cesolari, Andrea', 'role': 'Le G.O.'}, {'actor': 'Chappey, Antoine', 'role': 'Christophe'}, {'actor': 'Chollet, Pierre', 'role': 'Le père de Gilles'}, {'actor': 'Debrun, Sylvie', 'role': ""L'échographiste""}, {'actor': 'Fabian, Françoise', 'role': 'Monique'}, {'actor': 'Fouquet, Marie-Madeleine', 'role': 'La mère de Gilles'}, {'actor': 'Freiss, Stéphane', 'role': 'Gilles'}, {'actor': 'Kherris, Eliane', 'role': ""L'avocate""}, {'actor': 'Lonsdale, Michael (I)', 'role': 'Bernard'}, {'actor': 'Neisser, Jean', 'role': 'Le Maire'}, {'actor': 'Ruchmann, Marc', 'role': 'Mathieu'}, {'actor': 'Sannino, Domenico', 'role': ""L'animateur italien""}, {'actor': 'Tavassoli, Jason', 'role': ""L'Américain""}]","Coleman, Monica","['husband-wife-relationship', 'female-nudity', 'dancing', 'hotel-room', 'son', 'nonlinear-timeline', 'ex-husband-ex-wife-relationship', 'gay-brother', 'sunset', 'wedding-ceremony', 'sex-with-stranger', 'divorce-papers', 'pot-smoking', 'episodic', 'girlfriend', 'parents', 'cigarette-smoking', 'wedding-night', 'dysfunctional-marriage', 'variety-act', 'gay-couple', 'premature-birth', 'lingerie', 'female-frontal-nudity', 'fade-to-black', 'sex', 'divorce', 'paris-france', 'italy', 'reverse-chronology', 'adultery', 'holiday-romance', 'beach', 'businessman', 'number-in-title', 'tennis', 'rape', 'hospital', 'dinner-party', 'wedding-party']","Ozon, François",end beginning love french couple marion gilles disclosed backwards five moment life 1st moment divorce one last brutal intercourse without love 2nd moment relationship shaken dinner party gilless gay brother christophe younger mate infidelity disclosed dinner table 3rd moment troubled pregnancy marion delivery premature son nicolas total absence gilles 4th moment wedding marion commits adultery unknown guest hotel 5th moment meet italian resort begin relationship
1042,006311,6 1/2 Magic Hours,1958,"['Documentary', 'Short']",English,USA,,,,,"['ephemeral-film', 'number-in-title']","Kay, F.D.",celebration transatlantic commercial jet travel 65 hour new york london columbus took two month lindbergh took 33 hour 1954 panams boeing 707 jet clipper flew 575 mile per hour 35000 foot crossing ocean le seven hour twice many passenger prop plane flight begin new terminal idlewild cargo mail go first flight comfortable vibration anxiety free good food capacious restroom little noise result restful flight time one destination preview london film end quick visit paris seven hour new york
1043,006313,6 Angels,2006,Action,English,USA,,"Buckley, Scott (II)","[{'actor': 'Alto, Marlen', 'role': 'Niyorka'}, {'actor': 'Bass, Andrew J.', 'role': 'Lucifer'}, {'actor': 'Fabre, Allison', 'role': 'Taileen'}, {'actor': 'Fierro, Angelo (I)', 'role': 'Lazarus'}, {'actor': 'Huber, Shurbey', 'role': 'Father Russo'}, {'actor': 'Kastel, Jasmine', 'role': 'Stiga'}, {'actor': 'Mazzola, Greg (II)', 'role': 'Ezekiel'}, {'actor': 'Millet, Rolando', 'role': 'Othin'}]",,female-nudity,"Almeida, Luis (II)",1988 taileen fall deep coma result car accident claim life parent twelve year later wake new world new body new life life angel circle age twentyfour taileen must confront fear prepare greatest challenge life first friend come shape warrior angel power read mind named niyorka instructs way circle circle consists three fallen three righteous angel circle created almighty lucifer sent three fallen rain havoc man upon viewing murder son jesus god sent three angel balance tide angel circle dy mortal somewhere world take place circle never broken long replacement never far desperately try understand new life new power ability assimilate knowledge quickly telekinesis taileen encounter rest angel circle lazarus leader righteous side circle humble monk prefers way old power read immediate future ezekiel leader fallen side circle elegantly dressed man enjoys evil work hell bent conquering fall path power control mind stiga leather clad vixen enjoys using sex weapon power dream othin sloppy oaf ezekiel command power change form defiant enraged entrapment circle three fallen rage war upon righteous three effort fall short one taileens dream reveals answer fallen search century coerced help lazarus fallen conspire break circle forever one thing keep evil absolute rule name taileen
1044,006318,6 Day Bike Rider,1934,Comedy,English,USA,"Bacon, Lloyd","Jerome, M.K.","[{'actor': 'Aylesworth, Arthur', 'role': 'Col. Jenkins'}, {'actor': 'Bond, Ward', 'role': 'First Officer'}, {'actor': 'Brown, Joe E.', 'role': 'Wilfred Simpson'}, {'actor': 'Cecil, Nora', 'role': 'Choir Leader'}, {'actor': 'Chandler, Eddy', 'role': 'Second Officer'}, {'actor': 'Chandler, George (I)', 'role': 'Abner'}, {'actor': 'Christy, Dorothy', 'role': 'Mrs. St. Clair'}, {'actor': 'Cooke, Ray', 'role': 'First Messenger'}, {'actor': 'Cosgrave, Luke', 'role': 'Pottle'}, {'actor': 'Crehan, Joseph', 'role': 'Thompson'}, {'actor': 'Crimmins, Dan', 'role': 'Sexton'}, {'actor': 'Dooley, Billy', 'role': 'Nervous Man Trying to Cross Racetrack'}, {'actor': 'Doyle, Maxine', 'role': 'Phyllis Jenkins'}, {'actor': 'Elliott, Bill (III)', 'role': 'Race Reporter in Box'}, {'actor': 'Erwin, Billy', 'role': 'Himself'}, {'actor': 'Granger, William', 'role': ""Pop O'Hara""}, {'actor': 'Hagney, Frank', 'role': 'Referee'}, {'actor': 'Hayle, Grace', 'role': ""Nervous Man's Big Girl Friend""}, {'actor': 'Hendricks Jr., Ben (I)', 'role': ""Harry's Trainer""}, {'actor': 'Hoffman, Gertrude', 'role': 'Old Lady'}, {'actor': 'Homans, Robert', 'role': 'Captain'}, {'actor': 'Jackson, Selmer', 'role': 'Announcer'}, {'actor': 'Jenks, Si', 'role': 'Old Gent'}, {'actor': 'Leonard, Gus', 'role': 'Old Farmer'}, {'actor': 'Marlowe, Frank (I)', 'role': 'Tough Messenger'}, {'actor': 'McHugh, Frank', 'role': 'Clinton Hemmings'}, {'actor': 'McHugh, Jack', 'role': 'Tough Messenger'}, {'actor': 'Mitchell, Bruce (I)', 'role': 'Cop'}, {'actor': 'Neal, Lloyd (I)', 'role': 'Uncle Ezra'}, {'actor': 'Otho, Henry', 'role': ""Henry's Trainer""}, {'actor': 'Ovey, George', 'role': 'Boy'}, {'actor': 'Peil Sr., Edward', 'role': 'Jailer'}, {'actor': 'Quillan, John', 'role': 'Second Messenger'}, {'actor': 'Remley, Ralph', 'role': 'Town Marshal'}, {'actor': 'Roubert, Matty', 'role': 'Tough Messenger'}, {'actor': 'Sellon, Charles', 'role': 'Druggist'}, {'actor': 'Seymour, Harry', 'role': 'Radio Announcer'}, {'actor': 'Shubert, Eddie', 'role': 'Jailer'}, {'actor': 'Strong, Eugene', 'role': 'Cop'}, {'actor': 'Westcott, Gordon', 'role': 'Harry St. Clair'}, {'actor': 'Wilson, Clarence (I)', 'role': 'Mr. Hemmings'}, {'actor': 'Wilson, Tom (I)', 'role': 'Lame Farmer'}, {'actor': 'Young, Tammany', 'role': 'Prisoner'}]","Amy, George","['jealousy', 'slapstick', 'number-in-title']","Baldwin, Earl (I)",film another american fad 30 smalltown bumpkin winfred simpson annoyed attention paid girl phyllis jenkins hotshot trick cyclist harry st clair breezing impressing local personal appearance tour town theatre phyliss turn winfred hit road become success big 6day bike race meet clinton hemmings become partner twoman event get practice time race getting job bicycle messenger winfred delivering message st clair hotel mistake voice hears st clairs room phyllis get fight hauled pokey race start without clinton riding alone finally getting released jail winfred race borrowed bike velodrome enters race time ethersaturated cloth caught rearwheel spoke aid little rider overcome fume try pas
